code_length,line_count,avg_line_length,entropy,amsi_keyword_count,has_amsi_keyword,win32_api_count,has_virtualprotect,has_getprocaddress,has_loadlibrary,reflection_count,has_reflection,marshal_op_count,backtick_count,has_format_operator,char_cast_count,string_concat_count,plus_operator_density,has_base64,has_memory_patch_pattern,hex_byte_array,has_page_rwx,dllimport_count,has_add_type,has_registry_amsi,has_ps_downgrade,has_scriptblock_ast,has_hw_breakpoint,has_etw_tamper,has_download_cradle,has_clr_targeting,special_char_ratio,case_ratio,composite_risk,label,label_name,source_id,technique_name
33,1,33.0,3.8997141947882317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,0,0,Benign,BEN-088,Normal_Command
10,1,10.0,2.6464393446710153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,Benign,BEN-089,Normal_Command
21,1,21.0,3.3680424225727155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0,0,Benign,BEN-090,Normal_Command
13,1,13.0,3.3927474104487847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,Benign,BEN-091,Normal_Command
37,1,37.0,4.317033095124793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08108108108108109,0.5,0,0,Benign,BEN-092,Normal_Command
71,1,71.0,4.486673879580519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07042253521126761,0.2608695652173913,0,0,Benign,BEN-093,Normal_Command
55,1,55.0,4.306170115165254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07272727272727272,0.24324324324324326,0,0,Benign,BEN-094,Normal_Command
31,1,31.0,4.026619294188054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16129032258064516,0.23809523809523808,0,0,Benign,BEN-095,Normal_Command
54,1,54.0,4.609067076590744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25925925925925924,0.3448275862068966,0,0,Benign,BEN-096,Normal_Command
12,1,12.0,3.188721875540867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.375,0,0,Benign,BEN-097,Normal_Command
11,1,11.0,2.9139770731827523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.25,0,0,Benign,BEN-098,Normal_Command
31,1,31.0,3.7685547780590207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22580645161290322,0.18181818181818182,0,0,Benign,BEN-099,Normal_Command
23,1,23.0,3.7622673906514947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.3076923076923077,0,0,Benign,BEN-100,Normal_Command
17,1,17.0,3.734521664779752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35294117647058826,0.14285714285714285,0,0,Benign,BEN-101,Normal_Command
33,1,33.0,4.267076408618962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.3,0,0,Benign,BEN-102,Normal_Command
22,1,22.0,3.73215889136457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3181818181818182,0.4,0,0,Benign,BEN-103,Normal_Command
57,1,57.0,4.298083988632038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07017543859649122,0.14285714285714285,0,0,Benign,BEN-104,Normal_Command
27,1,27.0,3.9582291686698787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.16666666666666666,0,0,Benign,BEN-105,Normal_Command
17,1,17.0,3.8521687236032816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941,4.0,0,0,Benign,BEN-106,Normal_Command
13,1,13.0,3.546593564294939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,2.6666666666666665,0,0,Benign,BEN-107,Normal_Command
20,1,20.0,4.1219280948873624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0,0,Benign,BEN-108,Normal_Command
43,1,43.0,4.379298475431077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23255813953488372,0.2222222222222222,0,0,Benign,BEN-109,Normal_Command
31,1,31.0,4.155651552252569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25806451612903225,0.4375,0,0,Benign,BEN-110,Normal_Command
24,1,24.0,4.084962500721156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2916666666666667,0.3076923076923077,0,0,Benign,BEN-111,Normal_Command
79,1,79.0,4.694179286201514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22784810126582278,0.28888888888888886,0,0,Benign,BEN-112,Normal_Command
86,1,86.0,4.9460295809096815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23255813953488372,0.3404255319148936,0,0,Benign,BEN-113,Normal_Command
52,1,52.0,4.401866882846276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.15789473684210525,0,0,Benign,BEN-114,Normal_Command
52,1,52.0,4.842186055004733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2692307692307692,0.26666666666666666,0,0,Benign,BEN-115,Normal_Command
31,1,31.0,4.0022680844408445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967741935483871,0.2857142857142857,0,0,Benign,BEN-116,Normal_Command
32,1,32.0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28125,0.25,0,0,Benign,BEN-117,Normal_Command
33,1,33.0,4.173033892020167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15151515151515152,0.16666666666666666,0,0,Benign,BEN-118,Normal_Command
